term,wave,student_id,attempt_rows,decision_path_id,decision_path_name,teachable_now,intervention_track,intervention_plan,teachability_priority_index,dominant_error_profile_bucket,dominant_error_profile_bucket_share,top_concept_struggles,concept_profiles,concept_failed_count,concept_failure_ratio,avg_public_runs_per_attempt,avg_edits_per_attempt,avg_active_minutes_per_attempt,parseable_fraction_mean,runtime_error_rows_ratio,syntax_gated_rows_ratio,wrong_logic_rows_ratio,productive_process_ratio,one_shot_ratio,skeleton_only_ratio,thrasher_ratio,regression_ratio,stuck_ratio,parseability_regression_ratio,no_improvement_latter_half_ratio,path_d0,path_d1,path_d2,path_t1,path_t2,path_t3,path_d3
25t1,wave1,09d753cdd4b14602b8f09feb01673a57,3,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.6666666666666666,Arithmetic / conditionals; Data analysis / aggregation; Input parsing / output formatting,5,5,1.0,4.666666666666667,5.0,48.205555555555556,0.9444444444444445,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,True,False,False,False,False,False,False
25t1,wave1,0a1a982c6438406bb5ccd2f9f87a2a9f,3,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.6666666666666666,Arithmetic / conditionals; Data analysis / aggregation; String manipulation,3,3,1.0,4.0,2.6666666666666665,39.06111111111111,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,False,False,False
25t1,wave1,0aff0511c1034e17b7911d5f1b785da5,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.4285714285714285,String manipulation; Arithmetic / conditionals; Input parsing / output formatting,6,6,1.0,2.4285714285714284,4.142857142857143,5.4190476190476184,0.5454545454545455,0.5714285714285714,0.0,0.42857142857142855,0.0,0.7142857142857143,0.42857142857142855,0.0,0.0,0.0,0.0,0.2857142857142857,True,False,False,False,False,False,False
25t1,wave1,0b0bbb593e6942ff96a4e59f8f66f18a,4,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5,Loops and iteration; File operations; Input parsing / output formatting,5,5,1.0,3.5,3.25,28.229166666666668,0.2708333333333333,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.75,0.5,0.75,1.0,True,False,False,False,False,False,False
25t1,wave1,0b55f5b3d7764462ae52be660cd598b7,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Loops and iteration; Pattern printing; Data analysis / aggregation,9,9,1.0,11.285714285714286,11.714285714285714,37.74523809523809,0.7832267235252309,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.42857142857142855,0.7142857142857143,0.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,True,False,False,False,False,False,False
25t1,wave1,0bd0d01fd9544ace86250e6f27c95b2b,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Loops and iteration; Pattern printing; Arithmetic / conditionals,9,9,1.0,9.714285714285714,10.0,21.473809523809525,0.8476190476190476,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,True,False,False,False,False,False,False
25t1,wave1,0cc1a7f99cf34b658fb8aa55a25bde32,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Loops and iteration; Arithmetic / conditionals; Dictionary operations,8,8,1.0,2.857142857142857,2.857142857142857,42.1,0.9523809523809523,0.14285714285714285,0.0,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,0.0,0.8571428571428571,True,False,False,False,False,False,False
25t1,wave1,0d98ffea314940e5b5639edc1a8eb12d,3,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.3333333333333333,Input parsing / output formatting; List / tuple operations; String manipulation,5,4,0.8,2.6666666666666665,3.0,1.9444444444444444,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,False,False,False
25t1,wave1,0dd6658f700d49dda92c6afa6e0f04be,4,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,Syntax gated,0.5,Input parsing / output formatting; Loops and iteration; Arithmetic / conditionals,6,6,1.0,3.5,3.75,24.354166666666668,0.5297619047619048,0.75,0.5,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.25,0.5,True,False,False,False,False,False,False
25t1,wave1,0dda920380e54bcb8c92d331cbeb05d9,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Arithmetic / conditionals; Loops and iteration; Dictionary operations,8,8,1.0,3.4285714285714284,3.4285714285714284,10.192857142857141,0.6302521008403362,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,True,False,False,False,False,False,False
25t1,wave1,0de4eeab644945289d20baa208fe52c2,4,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,Runtime error,0.5,Arithmetic / conditionals; String manipulation,2,2,1.0,5.5,5.5,25.191666666666666,0.4722222222222222,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,False,False
25t1,wave1,0e1914f0f1bd473faf317269c7f0cdce,6,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,"Public full pass, no submit",0.8333333333333334,Pattern printing; Loops and iteration; Input parsing / output formatting,7,3,0.42857142857142855,4.666666666666667,5.333333333333333,11.81111111111111,0.9299516908212561,0.0,0.0,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,True,False,False,False,False,False,False
25t1,wave1,0e5bcac599df487e9978ba8678adbb54,3,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.6666666666666666,Arithmetic / conditionals; Input parsing / output formatting; Loops and iteration,6,6,1.0,3.6666666666666665,3.0,9.411111111111111,0.48148148148148145,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,False,False,False,False,False,False
25t1,wave1,0e6b1fc4de264571b7288e4f1cb44f43,5,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.4,Arithmetic / conditionals; String manipulation; Input parsing / output formatting,6,6,1.0,5.8,6.0,16.619999999999997,0.06666666666666667,0.8,0.4,0.0,0.0,0.8,0.4,0.2,0.0,0.2,0.0,0.6,True,False,False,False,False,False,False
25t1,wave1,0ebecde0d9aa4422ad9a572f74fd2585,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5714285714285714,Input parsing / output formatting; Loops and iteration; Data analysis / aggregation,7,7,1.0,14.428571428571429,14.857142857142858,59.55952380952381,0.6488792238206758,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,True,False,False,False,False,False,False
25t1,wave1,0ef55fb12b2441aa8b05ba2754a4f01e,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Arithmetic / conditionals; Loops and iteration; Dictionary operations,8,8,1.0,5.142857142857143,4.714285714285714,14.885714285714286,0.7608163265306123,0.2857142857142857,0.0,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,True,False,False,False,False,False,False
25t1,wave1,0f28aa98cf21485f9294e0c5349fe468,6,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.6666666666666666,Arithmetic / conditionals; Input parsing / output formatting; Loops and iteration,6,6,1.0,5.166666666666667,4.666666666666667,20.627777777777776,0.6733333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,True,False,False,False,False,False,False
25t1,wave1,0fbf11fed0b6492eaec2ddd7b7583586,6,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,"Public full pass, no submit",0.8333333333333334,Pattern printing; Input parsing / output formatting; Loops and iteration,7,3,0.42857142857142855,5.166666666666667,6.333333333333333,21.219444444444445,0.6294444444444444,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,True,False,False,False,False,False,False
25t1,wave1,0ff34c99e31b4dd7bd300c545646cbc0,6,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5,Data analysis / aggregation; File operations; Input parsing / output formatting,9,6,0.6666666666666666,5.166666666666667,5.0,10.03888888888889,0.9649122807017544,0.3333333333333333,0.0,0.5,0.16666666666666666,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5,True,False,False,False,False,False,False
25t1,wave1,124ded562d904615b42caafd9e6d926a,6,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5,Arithmetic / conditionals; Input parsing / output formatting; Data analysis / aggregation,9,9,1.0,2.1666666666666665,2.5,22.16111111111111,0.5666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5,True,False,False,False,False,False,False
25t1,wave1,13284d91972e4415a5484e1542b1feb2,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5714285714285714,Arithmetic / conditionals; Input parsing / output formatting; Loops and iteration,7,7,1.0,4.714285714285714,4.857142857142857,10.673809523809524,0.7267857142857144,0.2857142857142857,0.0,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,True,False,False,False,False,False,False
25t1,wave1,13914d6d19384f76a0e9a0fde62b1ab9,6,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.6666666666666666,Loops and iteration; Arithmetic / conditionals; Dictionary operations,8,8,1.0,4.833333333333333,4.5,31.813888888888886,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,True,False,False,False,False,False,False
25t1,wave1,146f3dac6aed45458143f7526f807eca,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Arithmetic / conditionals; Input parsing / output formatting; Loops and iteration,7,7,1.0,2.142857142857143,2.142857142857143,12.5,0.6,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.0,0.5714285714285714,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,True,False,False,False,False,False,False
25t1,wave1,14cc54817b7b4e3a95abe4f2881c044d,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5714285714285714,Loops and iteration; Pattern printing; Arithmetic / conditionals,9,9,1.0,5.714285714285714,6.857142857142857,37.37380952380953,0.28956043956043953,1.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285,1.0,True,False,False,False,False,False,False
25t1,wave1,1535448640e046eba912c0ba610978d1,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.5714285714285714,Loops and iteration; Pattern printing; Arithmetic / conditionals,9,9,1.0,1.8571428571428572,2.4285714285714284,4.523809523809524,0.4642857142857143,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.42857142857142855,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,True,False,False,False,False,False,False
25t1,wave1,166fed02b8a64824b34d494c0e145500,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.8571428571428571,Arithmetic / conditionals; Loops and iteration; Dictionary operations,8,8,1.0,2.0,2.4285714285714284,10.26904761904762,0.7678571428571429,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,0.0,0.0,0.2857142857142857,True,False,False,False,False,False,False
25t1,wave1,169a5a51b996400d8bc3652c959c8068,4,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,Syntax gated,0.75,Arithmetic / conditionals; Dictionary operations; Input parsing / output formatting,5,5,1.0,8.0,8.0,32.87083333333333,0.25,1.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.5,True,False,False,False,False,False,False
25t1,wave1,171a055a88c3473a85521cdc48236b73,4,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,Runtime error,0.75,Arithmetic / conditionals; Input parsing / output formatting; List / tuple operations,5,5,1.0,6.25,7.75,25.5625,0.44,1.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,True,False,False,False,False,False,False
25t1,wave1,17a631fac8e84c47b06be697192392c2,5,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.6,Arithmetic / conditionals; String manipulation; Input parsing / output formatting,6,6,1.0,14.6,14.6,46.25333333333334,0.7483870967741936,1.0,0.2,0.0,0.0,0.6,0.6,0.0,0.0,0.6,0.0,0.8,True,False,False,False,False,False,False
25t1,wave1,193bd5eed0f14d43859098e2a8795846,7,D0,Low Engagement / One-Shot Usage,False,Re-engagement before content remediation,"Contact quickly, resolve access/friction, set minimum process contract (>=2 runs + >=2 code edits per problem), then reassess.",,No activity / skeleton,0.7142857142857143,Arithmetic / conditionals; Data analysis / aggregation; Input parsing / output formatting,9,9,1.0,16.142857142857142,16.571428571428573,27.585714285714285,0.7247191011235954,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.7142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,True,False,False,False,False,False,False
